Area,Bedrooms,Bathrooms,Location,Age,Garage,Price
1924,3,1,Location5,79,0,403147.560359965
1866,5,1,Location4,16,1,460858.57968216547
2769,3,3,Location3,57,2,645625.7217336777
3818,1,3,Location3,97,0,845039.98966603
4238,3,3,Location4,10,2,977518.375296112
1349,4,2,Location2,19,1,347988.64237744745
4027,1,2,Location3,101,1,808358.4204717499
1284,3,3,Location3,114,1,369424.65525381675
2527,3,3,Location2,67,1,522180.17771804874
4404,2,1,Location1,36,2,757910.6340538056
4302,5,1,Location1,4,2,664638.2002422599
2956,1,2,Location4,75,0,667568.0699900431
1294,2,2,Location5,105,2,381263.3198461828
2935,4,1,Location3,33,2,614340.9620995019
906,5,3,Location3,28,2,276321.9964433019
4483,1,1,Location4,96,0,873116.4540776392
4265,3,2,Location4,80,2,969649.337294009
2589,1,2,Location3,9,2,578473.510008868
3561,3,1,Location2,75,2,677925.4124544517
4394,5,1,Location2,6,1,834718.0527160565
1261,3,1,Location5,49,2,317467.2696406103
1148,4,2,Location3,91,0,382502.1434374029
4023,3,3,Location3,76,0,863550.48674683
911,4,1,Location3,22,0,284242.7507863763
3520,5,2,Location3,104,0,799649.8751900957
1682,5,2,Location4,48,1,457157.86188604374
4314,1,2,Location1,101,0,689855.6881213239
3571,4,1,Location3,21,1,755447.1465133254
2337,4,1,Location1,33,1,507936.70211278996
1354,2,3,Location2,81,1,265893.78802277124
634,2,2,Location5,56,0,303081.6120382596
1044,2,1,Location2,29,0,174521.09912904137
2740,3,2,Location3,53,1,616622.0370187699
2582,2,2,Location2,40,1,561460.5938539179
1830,4,3,Location4,74,0,495827.72513477586
952,3,1,Location1,18,2,281017.6889167455
1502,5,1,Location3,47,2,374816.55909434025
1955,1,2,Location4,116,2,409972.44075886457
4488,2,2,Location1,13,0,798152.7343858454
3509,5,3,Location4,27,0,897273.7598960091
2348,4,3,Location2,62,1,479903.8358727626
758,1,3,Location3,74,0,251080.96068224462
2577,5,3,Location2,96,0,476813.4775833299
1556,1,3,Location5,105,0,370428.946743626
2671,2,3,Location3,45,1,586467.4752590549
1003,4,2,Location2,3,1,229916.07222600284
3452,1,3,Location3,22,2,733403.0099224104
1115,5,2,Location1,27,2,420525.9073273154
3379,2,2,Location3,55,0,653805.8980209209
1987,2,1,Location3,67,0,445489.765721561
4053,5,2,Location1,33,1,613068.7028676097
3179,5,2,Location2,2,2,665935.9784921769
1555,1,3,Location3,75,2,344229.5266589632
2799,3,2,Location4,46,2,676760.9443114828
4233,2,3,Location3,74,0,861778.6021481646
2312,1,3,Location2,103,0,458439.56602600496
3594,5,3,Location1,119,0,573447.8001546889
1207,1,1,Location2,33,1,257606.98046594052
4288,5,3,Location5,58,2,1059321.8905956256
3067,4,2,Location3,7,1,649320.1217273825
1873,5,3,Location3,15,2,539545.3792468994
3788,5,3,Location1,26,0,663130.8151705073
3513,5,3,Location3,11,1,705912.4816712558
2135,3,1,Location4,38,1,535968.620985745
4411,5,2,Location4,27,0,849283.6841822119
3225,2,1,Location2,118,2,705926.4361622004
2982,2,2,Location1,103,2,438900.81211779354
2041,1,1,Location5,7,2,581457.0460085121
3579,3,2,Location2,1,2,731942.3996635965
2397,1,1,Location1,74,0,356143.01734094357
894,2,3,Location1,21,0,240552.93343835292
1354,2,1,Location2,79,0,252207.91365882772
1994,4,1,Location2,30,0,401478.5717122854
785,5,3,Location3,94,1,276083.9137755854
1869,2,3,Location5,8,1,513329.38400309137
1236,1,2,Location4,88,1,277389.37124020944
1891,1,2,Location3,83,0,431746.7166773895
4314,5,2,Location1,3,2,741334.386176231
3908,5,1,Location5,55,1,931909.5779616431
1129,4,2,Location5,15,1,360794.8339776667
4223,3,1,Location2,36,0,703977.5798956561
2668,1,1,Location5,6,2,612258.212653104
3558,5,2,Location5,42,2,857664.2018306737
4408,1,2,Location1,50,2,760716.5043272797
3514,5,1,Location3,112,0,668335.1967308589
1393,2,3,Location5,18,2,484769.01280889544
4191,1,3,Location2,102,1,780534.2921785662
2747,2,1,Location3,83,1,590726.9170646671
3399,1,2,Location2,113,1,614035.5789381297
1077,3,1,Location5,50,0,238767.42188020685
2222,4,1,Location3,30,2,533835.9337047026
3969,2,2,Location5,77,0,888043.8359439286
1539,5,3,Location1,39,2,263575.3790669043
1125,3,1,Location3,116,0,230457.9060329041
2981,1,3,Location2,12,1,578694.8101887009
601,2,3,Location1,98,0,40477.01895575001
974,1,2,Location4,59,0,253619.97009988545
2940,1,1,Location2,76,0,593684.1951525358
3484,1,1,Location5,44,1,823846.6993302658
3652,4,3,Location2,88,0,751032.7292540204
1152,4,3,Location4,4,0,322158.30688010354
2965,5,2,Location2,36,1,648830.5438224005
2125,2,3,Location1,114,2,334987.9511728829
2451,3,2,Location2,48,0,514972.77103000146
980,3,1,Location3,14,1,264970.4140653828
2246,3,2,Location4,81,0,595777.4188802615
613,1,3,Location2,49,1,166457.31056633336
1103,4,1,Location4,67,2,272903.66631597735
2878,2,2,Location1,102,2,534794.1423924037
2608,1,1,Location3,87,0,613671.3094769827
3755,4,2,Location5,77,1,916222.9985928971
729,4,3,Location2,9,2,234691.96603982523
4414,2,3,Location1,21,2,695832.063304484
1437,2,1,Location4,105,1,408680.2347544099
3816,2,1,Location4,72,0,817407.6608792348
3538,1,1,Location1,81,2,634020.5009546466
2640,5,2,Location2,16,2,558849.33654271
627,2,3,Location5,16,2,366782.43460530374
2713,5,1,Location2,28,0,506278.21745214734
3834,1,1,Location3,51,2,750334.4620346199
1852,5,1,Location2,56,1,447859.0360669191
860,3,2,Location3,80,0,289977.6115813089
2646,5,1,Location4,57,2,687958.4246850809
2072,2,1,Location3,110,1,446486.4026992635
2047,1,2,Location5,52,1,539316.8608738189
1059,2,2,Location1,46,0,159962.28311995883
4347,3,1,Location3,78,1,859184.5621334101
900,2,1,Location2,110,0,221519.82196725134
3566,2,2,Location3,108,0,728994.8258434985
3974,2,3,Location4,38,0,836415.0042127721
2934,4,2,Location3,84,1,571456.7793606835
4066,3,3,Location5,109,0,1008157.5876218654
3681,2,1,Location3,48,0,780435.5766885586
4378,2,1,Location5,41,1,1005878.4965630618
1229,2,3,Location2,98,0,330572.41415667196
869,1,2,Location4,118,2,308520.9159840292
3239,4,1,Location1,59,1,479850.5152956952
2593,1,3,Location2,93,1,502773.3532988384
2228,4,2,Location2,67,1,526908.6312558872
2401,2,3,Location1,74,2,368757.4047877761
3491,3,2,Location3,84,0,638548.5272592013
1461,5,2,Location3,66,1,401206.7899615939
4032,5,2,Location3,27,1,902889.2255682145
1880,2,2,Location4,32,1,454212.47408002266
2780,1,3,Location2,56,2,529038.0920402098
3947,3,3,Location5,10,2,885034.4336975086
2399,4,3,Location1,40,2,447135.3600769815
2306,2,3,Location2,17,0,393747.87894761725
3619,3,3,Location3,58,0,728535.7288486115
3160,3,2,Location1,118,2,620378.8356246544
2960,4,1,Location5,97,0,648381.6785295522
1175,3,1,Location2,6,2,277268.6327571909
3533,1,3,Location2,39,0,704446.6311347516
2603,1,3,Location4,111,0,550257.3100258522
1907,1,1,Location2,18,2,418473.69268947036
3792,3,2,Location2,73,1,752253.7303062173
3778,1,3,Location5,72,1,902805.0545552579
2556,4,2,Location5,89,0,644355.6383072013
3334,3,1,Location1,95,0,505802.4199838314
2620,5,1,Location3,42,0,543988.8788271571
3875,3,3,Location5,4,0,941587.5783230438
2812,4,2,Location1,20,0,408321.59423254844
2952,5,3,Location2,28,0,476663.83451174456
4168,3,1,Location1,40,2,700740.2759253026
2255,1,2,Location1,65,1,426390.7407115427
2179,2,3,Location1,104,1,407775.5080656784
2447,2,3,Location1,119,2,368711.48313482513
2803,1,3,Location5,44,2,765215.2533762287
1990,2,1,Location3,23,1,450065.07056557265
2342,2,3,Location1,57,1,481994.70074870775
2525,1,2,Location4,47,0,542810.4342456679
1219,1,3,Location2,13,1,305069.3636047312
1874,3,1,Location2,16,0,412317.4001310638
1556,3,3,Location2,90,0,389686.10873954743
2539,1,1,Location2,55,1,534673.8321208725
2981,4,1,Location2,95,0,524022.96597599564
4313,2,2,Location1,114,0,701481.0194284427
1568,3,2,Location3,65,2,360719.4727175344
3158,2,3,Location4,81,1,726022.0825003481
1916,5,1,Location5,16,2,464993.76416189317
1643,1,1,Location4,119,0,302925.84982889146
881,4,2,Location5,37,0,415676.24295956414
3444,5,2,Location5,52,2,958271.2682323464
3672,5,3,Location4,117,2,901683.631087315
2766,5,1,Location1,10,2,535911.0579509516
1658,1,2,Location2,38,0,383227.28104998
797,3,3,Location1,44,1,247179.2437771914
3132,1,1,Location2,95,0,655174.3966608975
4428,3,1,Location3,74,2,867358.4054717384
1682,5,2,Location5,54,1,442066.75418901094
3484,5,3,Location4,113,2,806592.3363912173
1784,4,2,Location3,98,0,437584.180289772
1608,3,3,Location2,51,1,349245.88726358383
3338,5,1,Location1,52,1,556828.0510516166
1829,2,3,Location4,70,0,522896.7967079303
1635,4,3,Location5,92,2,435839.821535323
1089,1,3,Location3,92,2,366604.82068804966
875,4,3,Location5,59,2,371796.5108930104
3340,2,3,Location2,13,0,734081.5951187228
2889,3,2,Location5,41,2,841957.2422529643
1839,1,3,Location1,12,1,376921.65841733123
1874,1,3,Location3,50,2,544443.8698086896
4482,3,1,Location3,104,2,922645.7357253043
725,4,3,Location1,57,1,220718.25955140902
816,5,1,Location5,50,1,298650.0587606272
3977,4,2,Location1,119,2,660548.4719621257
4468,2,2,Location4,57,1,1006951.6043361174
1808,5,3,Location1,54,0,418250.6268464792
3710,4,2,Location5,66,1,826893.7550778447
1846,3,3,Location1,8,0,489932.140880759
3855,2,2,Location2,106,1,793508.4464571137
3142,2,3,Location1,63,0,515630.45739512297
3074,2,3,Location1,9,0,569137.1566834205
3849,5,1,Location5,60,2,933250.956233087
1518,1,1,Location4,114,1,385868.03107772645
4099,5,1,Location4,63,1,899680.3187174234
1917,4,1,Location5,72,1,535631.880920585
2798,1,3,Location5,115,0,621204.2887452231
3031,4,2,Location5,3,2,885509.7209715594
2261,1,3,Location2,73,1,406162.85971932655
4484,5,1,Location3,13,2,950467.1641374719
907,2,1,Location1,9,2,184038.0321950912
1959,3,2,Location5,95,0,498217.8546164459
2569,2,1,Location5,89,1,652601.0099124796
3393,5,3,Location5,52,2,865484.0009647413
1491,1,3,Location4,108,1,389565.7973569632
974,2,3,Location5,62,1,300322.45715907105
3679,5,3,Location1,119,1,606993.6002361655
2633,4,3,Location5,109,2,717573.0242898795
1964,3,2,Location1,8,0,329925.8010466072
728,2,3,Location2,111,0,162086.98310141388
1614,1,1,Location3,95,2,338545.6604245046
2399,4,1,Location4,45,1,554713.8249682205
3316,5,1,Location1,53,1,510027.1147541617
4023,3,1,Location2,109,0,658362.7395762438
1981,1,2,Location3,63,2,476661.09399264655
1116,5,1,Location3,95,2,332522.31800086604
2118,5,2,Location3,81,0,491910.1816004167
685,2,1,Location1,111,2,241189.48114081132
1798,2,2,Location2,57,2,344035.0873868681
4473,1,2,Location5,54,0,940593.9455423332
3864,5,2,Location2,19,0,772217.3568557298
2958,2,1,Location2,67,2,483176.4415500988
1742,3,2,Location2,46,2,379013.64430218545
3889,3,3,Location1,94,0,671980.1631562752
3074,5,3,Location1,10,0,658939.5533216264
2593,2,1,Location1,113,1,423056.488913035
4085,1,3,Location2,93,2,739295.7159994328
2761,1,3,Location1,104,2,526723.4569789147
3816,1,3,Location3,18,0,805587.9476251199
4209,3,1,Location1,12,0,684740.0810576987
4319,2,1,Location4,49,1,941318.6481419079
902,2,3,Location1,23,1,184689.2569228873
3391,3,1,Location1,62,0,595543.3291095091
1187,1,2,Location1,11,2,182046.34374554496
1586,1,3,Location1,73,1,458530.79172040446
2463,5,1,Location4,118,0,604530.2749214555
944,4,1,Location5,56,0,241551.7722805719
1413,2,3,Location1,88,0,268994.2390403892
2587,2,1,Location3,89,2,499785.8933547348
3448,2,3,Location4,55,0,728147.451738818
3672,4,1,Location5,25,0,885303.2635741107
3818,5,2,Location1,111,2,733959.5804046354
1910,4,3,Location5,9,0,521929.4473858291
2599,1,2,Location3,12,0,454369.5771598497
2277,1,3,Location4,11,1,520803.97687451687
3724,2,1,Location4,113,0,768245.86152067
1927,3,2,Location5,38,2,535732.2665256787
1692,2,1,Location1,28,1,318390.21177362604
3008,3,3,Location2,8,0,479885.2830255573
4273,4,3,Location4,74,2,914543.9205895005
3891,1,3,Location2,89,0,658492.539964558
1609,3,3,Location4,47,1,473494.5052719443
1303,4,3,Location1,36,2,283879.3187409627
1174,1,2,Location1,50,1,147169.44641409954
2208,3,3,Location4,107,2,503047.971279077
3832,2,1,Location5,9,2,978142.4651328018
4352,2,2,Location1,105,0,684243.6800229475
1712,2,1,Location1,60,2,298631.47336867236
1287,4,3,Location3,72,2,341177.1358789274
3428,2,1,Location1,67,0,584440.2230453083
3232,5,2,Location3,53,2,692991.9397046231
4428,1,2,Location1,82,2,790517.5213894555
3236,4,2,Location1,110,2,565067.1523929635
3830,2,1,Location5,99,2,937581.2423689574
1088,1,2,Location5,17,0,332058.3764284958
3618,3,1,Location1,100,0,538049.950341168
1947,2,3,Location4,53,1,576362.0383041926
4281,1,3,Location4,28,2,1007811.1429080345
4052,5,1,Location1,114,0,647781.0563093042
3773,3,2,Location4,63,2,843850.737347053
1093,5,1,Location1,15,0,274909.641117409
2267,1,1,Location5,19,1,579879.357789854
2237,5,1,Location2,86,2,470905.8970050307
618,1,3,Location3,70,1,227240.02180543714
4125,1,1,Location4,47,1,905716.2460634512
4153,5,3,Location4,71,1,951859.8227911042
4265,1,1,Location5,108,0,968873.7170159825
3044,2,3,Location4,48,2,744136.9863753803
1600,1,1,Location1,73,0,303724.3129694693
3950,4,1,Location1,20,0,678840.5890883238
1450,1,2,Location2,37,2,396609.2596047314
1988,4,2,Location2,75,2,449792.2984040276
1954,1,1,Location2,2,2,424473.56747581164
4312,1,1,Location1,64,2,672680.5480113998
1967,5,1,Location2,86,0,361482.1354622171
1421,2,1,Location2,112,2,368066.20894840744
1054,2,2,Location1,36,2,272312.1451842231
2224,3,3,Location5,5,2,654878.0607139528
3372,5,1,Location4,64,1,774439.461175803
4326,5,2,Location3,7,2,923546.3406612511
3736,2,1,Location1,70,2,627712.4505135379
3747,5,1,Location1,22,0,640073.6556918256
1310,2,3,Location3,74,1,311104.89733950736
2790,5,1,Location3,46,0,660662.2190328867
1516,1,1,Location2,40,1,286269.56832027965
3475,2,3,Location3,61,0,729293.1224930416
3252,2,3,Location4,110,0,714447.9812555502
2096,4,3,Location4,46,2,588234.4392671818
2040,5,3,Location4,84,2,541677.9961698666
904,5,2,Location4,28,1,321087.0116991461
1335,2,2,Location4,87,1,363731.9377521772
4168,1,2,Location2,35,1,718191.5704285367
2938,1,1,Location1,1,2,546098.1219615953
2563,1,3,Location3,29,0,543404.2071417207
2749,5,3,Location1,9,1,477200.36466721294
2609,4,2,Location3,9,2,517781.4554372915
3938,2,1,Location2,22,2,697302.3393194776
3514,3,1,Location2,63,0,688898.4528275334
3615,4,1,Location5,66,0,943955.6918537483
4293,3,2,Location5,80,2,1027009.8330935764
3621,4,1,Location2,104,0,618600.5344573776
3489,1,1,Location2,58,0,657047.9734749969
1561,5,1,Location3,70,2,442369.1708391643
3589,3,3,Location2,55,1,784386.6548295515
4448,4,2,Location1,13,1,820845.756278287
1626,5,3,Location3,97,2,424325.4870790079
2732,3,3,Location2,19,1,580425.8861472873
4465,2,2,Location3,79,2,864193.4487842245
2975,4,3,Location3,33,2,698995.4994420127
3463,2,1,Location4,74,0,797539.6854331181
2073,1,1,Location5,65,1,397547.15239535447
3101,2,1,Location3,60,2,656273.9429713537
2547,2,1,Location3,12,1,621236.3877423989
3276,4,2,Location4,43,1,718150.3180089716
3892,1,3,Location2,93,1,616029.9895790403
1777,2,3,Location3,17,2,432428.5067520291
1264,5,1,Location4,68,0,396274.05318822665
611,3,1,Location1,29,1,188200.5670018545
1756,2,3,Location4,55,2,461286.88938161597
903,1,2,Location5,7,1,249971.8707373938
3964,2,3,Location5,44,0,883535.7982969088
3622,3,1,Location2,77,1,684604.5750646846
3971,1,1,Location2,5,2,737428.5213811735
2363,4,2,Location5,60,1,657575.3645584018
3430,1,3,Location5,6,1,858922.0608791396
642,4,2,Location3,98,1,174694.80535190867
1543,1,2,Location5,117,0,413780.64253364643
2990,3,1,Location2,7,1,584947.0989423015
1949,3,3,Location5,46,2,461156.1122057794
4485,1,1,Location2,57,1,788544.4895029723
3145,2,3,Location1,54,1,557273.2185105168
3011,3,1,Location5,92,1,723185.5652873436
1490,4,1,Location2,46,0,340265.0225546921
3074,4,3,Location4,10,2,740887.5266166541
1604,5,3,Location3,4,1,429978.3262404342
620,4,1,Location2,67,2,204099.5107925241
1006,5,3,Location5,25,2,362698.60419850214
3266,1,1,Location5,87,0,766021.1786518223
1614,1,3,Location1,91,2,305103.20225540345
935,1,1,Location4,78,1,240372.64208109182
2438,2,1,Location2,61,0,472837.9864886035
3788,2,1,Location4,38,0,719380.6907845236
1747,5,2,Location1,32,2,344668.05953126354
3046,4,3,Location3,23,0,618859.3922153044
3440,4,1,Location4,111,2,732898.2458425905
2427,1,2,Location1,104,2,420808.7534434227
1314,3,1,Location2,37,0,224109.33970664284
650,2,2,Location3,3,1,199445.49967704783
4454,2,1,Location5,99,2,1046474.3047171604
923,1,1,Location1,13,0,251411.0198546013
1388,2,2,Location5,34,0,499326.65638312494
740,1,2,Location3,88,2,131100.47133652275
1069,5,3,Location1,65,2,217854.3221177877
1386,4,3,Location1,76,2,290244.680063574
2425,3,2,Location3,8,2,556261.4999999563
1957,4,3,Location2,83,1,439075.90562146186
2516,4,2,Location1,9,1,437813.87298862915
1563,5,3,Location3,28,1,275724.0801324141
3655,2,1,Location4,78,1,849787.2177097846
972,3,3,Location5,91,0,334365.2727586427
4235,2,1,Location1,18,2,751751.665708971
3141,4,1,Location4,42,0,695310.4032708439
4210,1,3,Location1,41,0,720138.1003907482
2292,4,2,Location2,70,1,370157.1870189152
3398,2,1,Location3,33,0,633769.3428321198
1779,4,1,Location1,101,1,399442.870219976
2938,1,3,Location3,106,2,625521.6941187467
2271,5,2,Location1,89,1,520434.0643493706
3815,2,2,Location2,77,2,669575.7108903605
705,4,3,Location2,54,1,345704.3550291904
2043,2,2,Location4,87,0,615781.9069630696
3317,5,3,Location2,36,0,615906.9806064866
2281,4,3,Location3,97,1,492690.3260365276
601,4,3,Location2,85,2,268245.0956470859
3236,2,1,Location1,98,2,528501.1404986549
3291,2,1,Location2,56,1,604842.637835589
2737,1,1,Location3,100,0,515999.7777703698
4016,5,3,Location1,17,2,677046.0537811841
949,1,1,Location4,10,1,280393.3029115721
4130,4,1,Location4,87,2,898997.151892571
1886,2,1,Location4,44,0,343541.1720217158
4022,4,3,Location1,2,2,782114.423186787
3779,4,3,Location4,99,1,930128.2456375749
4257,3,3,Location2,14,2,838376.7983536974
1662,3,1,Location1,111,2,330268.1290613029
3556,4,2,Location1,109,0,557527.1515972698
2806,2,1,Location1,41,0,459886.78909151105
4254,4,1,Location5,2,0,1055261.9572300885
3606,3,3,Location3,19,0,779439.992839687
2959,2,3,Location5,80,1,755314.0691687978
3912,4,1,Location5,107,2,958633.060283985
1044,5,1,Location5,108,2,391420.61522491777
2945,5,2,Location3,89,2,688908.546327336
1551,4,2,Location5,1,2,500012.28354664816
635,2,3,Location4,2,1,221800.5902612494
1707,4,2,Location1,112,0,410828.87260608334
2075,4,2,Location1,27,2,383764.0654442814
2398,3,3,Location2,2,2,464167.9521290909
2445,5,2,Location4,94,0,549621.6449972512
2008,3,1,Location3,51,0,380934.9576994736
1795,3,2,Location1,10,2,392228.7957742848
1999,4,3,Location5,19,0,543319.8418699931
2308,3,1,Location2,106,2,520060.5114426792
1985,5,2,Location2,80,2,310146.14600043825
3206,3,1,Location1,13,2,577884.7528267312
3538,5,1,Location4,48,2,796978.3096204828
2788,3,2,Location2,114,2,532191.7836665123
3534,5,2,Location1,56,2,576346.3763565049
3789,3,3,Location4,72,0,841604.2969173193
1900,3,3,Location1,56,1,334044.4382601109
3373,2,1,Location1,50,1,650933.7029210884
1843,5,3,Location4,95,2,521518.29205353925
3697,5,1,Location4,45,0,869566.4776559285
1120,5,1,Location4,89,2,244898.0890459028
2406,1,3,Location1,59,0,474101.9663599129
609,3,3,Location2,39,2,247106.13666444187
1583,5,3,Location3,21,2,396000.0663282078
3025,1,2,Location3,55,1,619658.0760407082
2256,2,1,Location1,57,0,349422.4231550458
2260,5,1,Location1,114,0,391941.9336742221
3329,5,1,Location2,102,1,663052.281825395
3231,1,3,Location4,41,1,699381.9104262609
2799,3,3,Location1,93,1,504495.79518862255
1319,2,3,Location5,70,1,517111.2597889517
1672,5,3,Location4,82,0,389108.10366982984
3825,3,3,Location1,49,0,670476.8167841743
1458,2,2,Location5,44,1,361897.2602501466
1916,4,3,Location2,35,2,354945.72988202947
2203,4,1,Location5,91,2,617506.7282900965
649,2,3,Location1,5,2,173406.3820085022
3311,1,1,Location3,71,2,759324.9265015792
3178,2,3,Location1,74,0,577213.1692371848
4283,2,3,Location3,74,0,818193.8936643227
3731,1,1,Location2,51,0,633235.1521084639
3838,1,1,Location2,57,2,747576.400507854
3873,3,1,Location4,58,1,797541.6293765479
3504,3,1,Location4,92,2,729280.2112005742
745,1,2,Location3,36,0,125755.65860552984
1514,4,1,Location3,10,2,413849.4357387771
4347,4,3,Location2,50,1,779073.8441187377
3640,2,3,Location5,99,1,890353.811480633
2062,5,2,Location3,117,2,415199.7352202154
2889,2,1,Location3,99,0,504247.594454491
1180,2,3,Location5,37,0,390972.50864084385
3334,5,2,Location4,112,0,740432.3497765029
2184,1,3,Location4,20,2,508449.8590958229
1082,4,2,Location3,13,0,269365.29351110634
3779,2,2,Location4,75,2,818060.5327459449
1849,5,1,Location4,109,0,551864.4285567235
1272,3,2,Location4,19,1,371447.58280499256
1230,2,3,Location2,92,1,295655.6253426966
3308,4,3,Location1,102,0,537285.6687950046
1261,1,1,Location3,56,2,351856.5749487333
4103,2,1,Location3,45,0,754844.9683658772
3452,2,2,Location2,60,2,686594.2447649701
4326,5,1,Location1,68,1,756944.7430192889
3066,3,3,Location1,57,2,605936.936562086
1587,3,3,Location2,54,0,250901.43853355147
4126,1,1,Location5,37,1,1014606.2171246227
3831,4,1,Location5,83,2,938456.4394219202
2146,1,1,Location1,37,2,357744.17669365695
1249,2,2,Location5,117,1,249473.5313305
1568,2,2,Location5,14,0,410215.92759145034
3237,3,3,Location5,95,1,804751.4397246093
1700,4,2,Location1,92,0,251952.51386277564
3156,5,2,Location5,100,0,728009.9195946302
1040,4,2,Location3,44,2,237690.98719629203
3925,2,2,Location1,102,0,628771.8211748928
1520,5,3,Location2,83,0,291030.49702633126
1369,4,1,Location5,42,1,507946.8358526794
1943,4,3,Location4,1,1,550613.3034708486
2426,5,2,Location1,23,0,394861.59002411255
862,2,1,Location2,119,2,169825.0692725881
4268,4,1,Location3,64,1,786979.0018433657
4329,5,1,Location2,28,2,810872.5424266837
2177,2,3,Location5,112,1,651712.2105078277
4045,5,1,Location4,4,1,965018.6133969928
3284,5,3,Location5,41,0,827053.33864277
3838,4,3,Location2,60,1,719540.9054068723
4424,2,2,Location1,18,1,771012.0854228275
3106,4,2,Location4,63,2,739832.8121897037
1598,1,1,Location4,61,1,414741.5459383164
3951,1,1,Location2,49,1,732315.5721220515
1299,2,2,Location5,47,2,413134.5479194248
2949,5,3,Location2,115,0,505974.9411240847
4202,4,3,Location4,39,0,925589.4643612483
2203,4,2,Location2,89,1,464622.99783391674
1841,2,3,Location4,82,1,440150.3143975314
1725,2,2,Location5,6,2,424853.8842514019
3201,1,2,Location1,83,0,539451.2590577211
2935,3,1,Location1,53,0,713284.7525166922
1790,2,1,Location2,76,0,317862.99952760007
3268,3,2,Location4,25,2,749746.9984666817
1605,2,1,Location1,99,2,374939.2729041436
635,5,2,Location4,65,2,338841.2168284985
1343,5,3,Location5,5,1,397625.5198702862
2364,1,3,Location2,65,0,513310.76569763705
952,1,3,Location4,8,1,333154.5964836375
4347,3,3,Location2,39,1,790190.614228103
2522,2,2,Location4,111,2,622721.9485767456
672,4,3,Location4,43,0,233978.42250612215
3295,1,3,Location5,82,1,764435.1666293107
1976,4,3,Location2,110,0,497573.2751455183
2514,4,3,Location3,73,1,593274.590502742
1693,2,2,Location4,5,2,362265.01010794146
3072,3,3,Location4,119,1,696289.9279891327
3646,2,1,Location1,4,2,603445.5742521958
1307,1,1,Location2,108,0,259066.6466343383
2404,4,1,Location3,93,1,547125.8414370434
3208,2,1,Location5,1,1,793182.2655291118
3475,2,1,Location3,94,2,783267.7698935256
4313,2,1,Location5,56,2,1073614.5191020668
1555,1,2,Location3,45,0,295525.10644373455
3164,3,1,Location3,65,2,660844.3108867694
3075,2,3,Location2,3,0,498739.59756878624
4210,1,1,Location1,22,1,649025.6444857332
759,4,2,Location3,72,0,122272.68073681087
2796,5,1,Location4,56,0,564684.2388419876
3423,1,3,Location4,18,0,833482.1531857892
3901,5,3,Location4,25,1,929630.4258099224
2335,2,2,Location1,48,1,457342.99591855396
2185,2,2,Location3,116,2,543362.8856479339
666,1,2,Location5,84,0,252983.29833698974
3661,5,2,Location5,31,1,895163.3215213942
4483,2,1,Location2,30,0,779968.0370955836
3028,4,1,Location1,80,0,606382.430641536
657,3,3,Location3,66,0,277275.2782710013
3930,3,2,Location4,81,1,855840.8870989557
941,2,2,Location1,10,0,252143.15753237676
1753,5,1,Location1,71,0,196883.24555083254
3374,2,2,Location3,59,2,747535.6307286903
1795,5,3,Location2,106,0,362743.535010155
3417,4,3,Location2,51,2,810397.2973347654
3261,5,2,Location2,116,0,678184.1434336873
1832,2,3,Location4,9,2,383301.80379758374
4474,4,3,Location4,54,1,957141.005172515
3001,1,1,Location3,62,1,618281.0311919549
2094,3,3,Location2,81,0,427296.06714976503
2421,2,2,Location3,9,2,538103.713559978
715,2,2,Location2,9,1,256223.58642280597
3935,2,3,Location1,101,0,632091.1131178525
1261,4,2,Location5,24,0,374761.435999822
4483,1,1,Location5,39,2,1120381.6049815835
2065,5,3,Location2,75,2,531135.9711573207
4219,1,3,Location3,8,0,898354.9117784079
3100,4,3,Location4,25,2,722213.6449487424
2468,2,2,Location2,110,2,456333.75181959046
4148,3,2,Location2,66,1,769343.3069347764
2934,2,3,Location4,10,2,698092.5867987613
3974,5,2,Location2,117,0,736399.576028445
1616,3,2,Location1,24,2,362334.77868498233
910,2,3,Location4,112,0,283311.3157464996
807,3,3,Location1,80,0,213395.36458935932
3265,1,2,Location5,83,2,767368.7998640114
3093,4,3,Location4,59,2,673084.1409716853
3317,2,3,Location4,31,2,802811.1059074326
1232,5,3,Location3,11,1,348010.5551566607
2702,1,3,Location3,6,1,606736.5187064818
3559,2,2,Location4,70,2,821921.1167442335
3683,1,3,Location5,32,0,773113.3455512102
1256,5,1,Location2,39,2,395967.5582831199
2023,2,3,Location3,48,1,435772.8794850909
2531,5,1,Location5,13,1,724023.2285110587
4319,3,3,Location5,59,2,1061110.8126676271
3627,5,1,Location3,67,0,687683.4570984064
3162,3,1,Location2,56,0,558156.0714607858
2279,2,3,Location3,41,1,476659.8642268689
4213,3,3,Location5,56,1,975341.5002936707
836,2,3,Location1,35,1,121732.2114598348
3950,2,1,Location3,38,0,746004.9041859079
947,4,2,Location5,81,1,362431.09204987285
3274,2,2,Location3,67,1,731559.7800607922
3775,3,3,Location5,34,0,873625.1071645688
1229,4,2,Location2,76,1,200309.6052583009
2140,4,2,Location5,88,1,594961.9217404866
2603,2,3,Location4,70,2,568828.0963805744
1871,5,1,Location1,106,1,307895.32428421354
963,5,3,Location5,11,2,343040.30417968176
2968,4,2,Location3,112,1,609688.5565945597
4304,2,1,Location3,27,1,821344.3046626125
